Fecha,flota,Modelo,Marca,Componente,Aceite Lubricante,cambioLubricanate,Contenido de agua %,Punto de inflamacion °C,Glicol %,Nitracion A/cm,Oxidación A/cm,Hollín %,Sulfatacion A/cm,Diesel %,N de part >4µm,N° de part >6µm,N° de part>14µm,Código ISO 4406,Viscosidad 100°C cSt(mm2/s),Viscosidad 40°C cSt(mm2/s),TAN mg KOH/g,TBN mg KOH/g,Plata (Ag) ppm,Aluminio (Al) ppm,Bario (Ba) ppm,Boro (B) ppm,Calcio (Ca) ppm,Cromo (Cr) ppm,Cobre (Cu) ppm,Hierro (Fe) ppm,Potasio (K) ppm,Magnesio (Mg) ppm,Molibdeno (Mo) ppm,Sodio (Na) ppm,Níquel (Ni) ppm,Plomo (Pb) ppm,Fósforo (P) ppm,Silicio (Si) ppm,Estaño (Sn) ppm,Titanio (Ti) ppm,Vanadio (V) ppm,Zinc (Zn) ppm,Residuo Ferroso Total mg/kg,Numero Muestra,Numero Registro,Numero Serie Equipo,Criticidad,Disponibilidad,Tiempo Parada,TRR,TMP,TBF,Confiabilidad,Alerta Emitida,Alerta Evitó Falla
2025-04-30 06:50:00,924,CATERPILLAR 798AC-P,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.3,226,0.03,3,4,0.61,0,0.84,6306,2774,487,21/16/13,12.37,102.96,1.53,7,1,3,1,4,236,9,29,137,3,7,0,2,1,3,7,25,3,4,9,99,95,C03186,3186,LAJ448,Atencion,75.0,6,3,0.8333333333333334,18,83.3,1,1
2025-04-30 06:55:00,909,CATERPILLAR 798AC-P,CATERPILLAR,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.24,229,0.49,4,0,1.77,0,0.07,2845,2821,277,21/17/15,19.18,104.93,2.38,5,2,23,0,2,511,8,2,28,5,9,7,3,3,3,8,14,2,3,4,69,373,E03187,3187,LAJ320,Normal,79.17,5,1,2.3666666666666667,19,94.7,0,0
2025-04-30 07:00:00,520,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.3,202,0.31,1,2,1.76,2,0.08,8766,1334,382,21/17/14,12.25,84.87,0.85,0,2,23,3,2,938,0,17,296,6,5,5,9,2,5,8,50,7,5,7,91,457,B03188,3188,LAJ691,Critico,0.0,19,4,0.9666666666666668,0,0.0,1,0
2025-04-30 07:05:00,542,KOMATSU 930 E4,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.87,209,0.07,2,0,1.54,0,0.67,3321,4522,252,19/19/14,15.0,114.15,2.09,2,2,2,0,4,117,9,13,88,6,0,4,27,9,1,0,0,0,0,7,37,500,C03189,3189,LAJ466,Normal,75.0,6,5,0.1333333333333333,18,72.2,0,0
2025-04-30 07:10:00,505,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.93,203,0.02,3,2,1.07,4,0.48,9030,2334,308,21/16/15,13.73,116.11,0.86,4,1,5,0,2,406,9,16,65,3,1,1,16,8,3,0,11,4,0,8,59,489,B03190,3190,LAJ618,Normal,79.17,5,2,0.9333333333333332,19,89.5,0,0
2025-04-30 07:15:00,503,KOMATSU 930 E4SE,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.43,219,0.01,3,1,1.57,0,0.72,5419,2659,711,18/19/15,17.01,88.13,1.02,1,2,3,5,7,820,7,39,17,4,3,5,12,7,1,6,0,2,1,9,55,529,B03191,3191,LAJ990,Normal,75.0,6,4,0.1666666666666666,18,77.8,0,0
2025-04-30 07:20:00,502,KOMATSU 930 E4,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.63,219,0.15,1,4,0.57,4,0.52,1226,3778,421,19/17/13,15.24,98.03,0.51,1,1,3,1,5,758,5,29,56,4,2,8,19,5,7,1,15,7,1,8,80,359,E03192,3192,LAJ218,Normal,79.17,5,6,1.0333333333333334,19,68.4,0,0
2025-04-30 07:25:00,519,KOMATSU 930 E4,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.75,185,0.06,3,1,1.55,4,0.73,8264,3500,739,18/17/14,19.01,95.65,0.65,2,3,10,5,9,429,5,13,86,1,6,0,19,7,5,0,0,6,7,9,11,79,C03193,3193,LAJ674,Normal,83.33,4,4,1.5333333333333334,20,80.0,0,0
2025-04-30 07:30:00,528,KOMATSU 930 E4SE,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.98,189,0.17,0,3,0.29,3,0.65,2520,4774,381,19/16/16,13.04,90.31,0.39,8,3,2,9,5,184,9,42,51,4,2,7,19,9,4,6,15,5,4,4,45,508,D03194,3194,LAJ026,Normal,75.0,6,6,2.7333333333333334,18,66.7,0,0
2025-04-30 07:35:00,521,KOMATSU 930 E5,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.87,183,0.37,3,2,0.32,0,0.76,8919,2927,610,20/18/13,10.18,85.76,0.31,4,1,1,1,3,192,4,22,92,2,7,5,20,2,8,7,13,9,3,5,98,172,A03195,3195,LAJ701,Normal,87.5,3,6,1.7,21,71.4,0,0
2025-04-30 07:40:00,901,CATERPILLAR 797F,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.22,199,0.17,1,2,1.89,0,0.07,9063,4803,631,21/17/13,17.81,113.03,1.54,9,1,16,5,5,296,6,44,16,5,1,2,9,2,3,6,14,9,7,7,90,534,C03196,3196,LAJ505,Normal,95.83,1,6,2.3666666666666667,23,73.9,0,0
2025-04-30 07:45:00,908,CATERPILLAR 798AC-P,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.07,243,0.46,3,3,0.27,1,0.84,3775,3847,955,20/17/14,14.74,90.54,2.76,9,3,25,2,8,573,3,13,177,6,8,0,26,9,6,7,18,5,3,4,19,236,E03197,3197,LAJ890,Atencion,75.0,6,5,0.6666666666666666,18,72.2,1,0
2025-04-30 07:50:00,553,KOMATSU 930 E3,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.38,219,0.12,2,0,0.88,0,0.32,3422,2887,229,19/19/13,11.32,112.42,1.65,8,4,10,2,2,308,1,17,278,6,6,5,0,9,2,3,46,0,7,5,98,476,D03198,3198,LAJ715,Critico,0.0,16,0,1.5666666666666669,0,0.0,1,0
2025-04-30 07:55:00,936,CATERPILLAR 798AC-P,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.12,227,0.34,3,3,1.06,1,0.31,6308,2158,257,18/19/14,12.32,97.69,2.93,3,1,21,0,6,773,9,39,15,5,2,0,2,7,6,3,15,1,9,0,51,444,D03199,3199,LAJ965,Normal,95.83,1,2,1.6666666666666667,23,91.3,0,0
2025-04-30 08:00:00,915,CATERPILLAR 798AC-A,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Muestreo,0.26,241,0.01,4,3,1.11,1,0.98,3113,1193,936,21/19/15,12.09,100.31,2.5,4,1,19,0,3,822,5,23,2,6,7,1,8,1,1,2,1,0,3,7,98,158,C03200,3200,LAJ487,Normal,83.33,4,2,1.0666666666666669,20,90.0,0,0
2025-04-30 08:05:00,926,CATERPILLAR 797F,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.57,244,0.04,1,1,1.4,1,0.29,8933,3169,283,20/19/14,14.64,108.56,2.61,1,4,15,1,6,859,6,24,57,1,6,8,19,0,2,5,3,3,8,8,36,561,B03201,3201,LAJ601,Normal,87.5,3,5,0.6,21,76.2,0,0
2025-04-30 08:10:00,529,KOMATSU 930 E4,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.27,246,0.39,1,1,0.19,4,0.19,5861,1456,182,21/18/14,13.9,80.04,0.75,9,4,10,1,8,923,3,31,3,0,2,8,10,9,7,6,0,1,1,1,64,541,B03202,3202,LAJ840,Normal,83.33,4,1,0.0666666666666666,20,95.0,0,0
2025-04-30 08:15:00,922,CATERPILLAR 797F,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.58,196,0.31,2,0,0.14,3,0.25,1320,2620,280,20/19/14,19.48,82.7,0.2,7,3,18,6,1,207,4,0,80,4,5,9,9,7,1,4,0,5,9,2,94,22,B03203,3203,LAJ683,Normal,95.83,1,2,1.5,23,91.3,0,0
2025-04-30 08:20:00,907,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.85,206,0.17,1,0,0.64,2,0.16,3047,2543,330,19/19/14,19.22,96.07,1.58,0,0,1,0,4,169,8,38,51,0,0,3,3,4,1,8,4,3,7,8,98,500,B03204,3204,LAJ821,Normal,83.33,4,1,2.2333333333333334,20,95.0,0,0
2025-04-30 08:25:00,507,KOMATSU 930 E5,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.45,200,0.36,2,1,1.4,1,0.0,1383,4624,822,18/17/13,18.18,88.72,2.4,8,2,19,5,5,209,5,17,163,9,2,4,20,5,2,3,21,5,3,7,76,182,A03205,3205,LAJ050,Atencion,66.67,8,2,1.0333333333333334,16,87.5,1,1
2025-04-30 08:30:00,929,CATERPILLAR 798AC-P,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.37,224,0.17,1,3,1.72,3,0.73,9829,1139,984,21/16/13,12.66,91.47,1.92,1,3,2,6,7,244,7,17,142,4,5,5,20,0,7,8,16,9,5,8,35,508,C03206,3206,LAJ900,Atencion,54.17,11,2,2.933333333333333,13,84.6,1,0
2025-04-30 08:35:00,533,KOMATSU 930 E4,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.8,239,0.03,4,2,1.56,0,0.99,4848,4657,859,18/18/16,19.97,103.56,0.97,2,2,29,5,8,620,2,27,58,7,4,7,20,2,5,1,15,4,7,0,18,390,D03207,3207,LAJ010,Normal,79.17,5,4,1.7333333333333334,19,78.9,0,0
2025-04-30 08:40:00,567,KOMATSU 930 E4SE,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.49,231,0.11,2,1,0.95,3,0.22,2404,4820,734,19/18/16,14.13,108.67,0.43,5,3,9,1,2,22,8,15,30,4,5,7,10,9,1,7,14,3,0,1,88,169,D03208,3208,LAJ268,Normal,91.67,2,3,1.6,22,86.4,0,0
2025-04-30 08:45:00,904,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.18,187,0.2,1,0,0.56,2,0.47,7169,3672,249,20/17/16,13.24,98.81,1.19,8,3,12,1,8,978,7,9,12,7,6,3,27,9,5,4,2,9,2,6,24,84,A03209,3209,LAJ595,Normal,83.33,4,4,0.0333333333333333,20,80.0,0,0
2025-04-30 08:50:00,928,CATERPILLAR 797F,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.08,227,0.03,4,3,0.85,1,0.39,7624,729,394,19/16/16,15.9,87.48,0.22,3,3,15,7,7,852,7,1,28,8,9,7,25,8,7,9,4,0,3,3,65,247,E03210,3210,LAJ284,Normal,79.17,5,1,2.533333333333333,19,94.7,0,0
2025-05-01 00:00:00,538,KOMATSU 930 E4,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.27,201,0.36,3,4,0.68,3,0.63,7594,2430,828,21/17/13,18.44,92.98,1.75,0,0,15,7,0,790,4,18,11,9,3,5,6,9,8,9,3,8,8,3,58,226,C03211,3211,LAJ611,Normal,79.17,5,5,0.7666666666666667,19,73.7,0,0
2025-05-01 00:05:00,921,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.21,185,0.19,1,0,1.17,1,0.75,1450,4798,882,20/19/15,17.23,115.35,2.72,5,0,2,7,1,335,5,44,268,9,5,4,29,9,1,4,28,1,7,1,84,562,A03212,3212,LAJ559,Critico,0.0,13,5,1.8333333333333333,0,0.0,1,0
2025-05-01 00:10:00,903,CATERPILLAR 798AC-P,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.04,231,0.46,0,3,1.89,1,0.89,5492,2656,468,18/19/13,19.83,88.97,2.58,7,1,16,9,5,646,7,28,54,3,0,1,9,5,8,7,12,6,8,2,90,482,B03213,3213,LAJ286,Normal,83.33,4,1,2.1,20,95.0,0,0
2025-05-01 00:15:00,905,CATERPILLAR 798AC-A,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.34,248,0.29,0,2,0.17,4,0.85,1600,2942,668,21/19/14,10.57,116.52,1.14,8,1,20,7,0,288,1,1,201,5,9,9,4,5,8,6,46,6,7,5,93,422,D03214,3214,LAJ899,Critico,0.0,18,5,0.8,0,0.0,1,0
2025-05-01 00:20:00,918,CATERPILLAR 798AC-A,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.16,207,0.44,4,2,0.93,2,0.36,7802,1002,908,18/16/13,18.85,86.99,1.29,7,4,29,2,7,921,8,42,37,7,6,6,8,2,6,7,1,1,4,3,67,10,E03215,3215,LAJ566,Normal,79.17,5,4,1.4666666666666666,19,78.9,0,0
2025-05-01 00:25:00,516,KOMATSU 930 E4SE,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.82,235,0.01,2,4,0.59,3,0.06,2839,2874,263,19/19/13,15.26,93.5,1.69,1,4,28,7,0,813,0,11,263,0,9,7,7,3,7,9,28,1,8,0,66,273,A03216,3216,LAJ638,Critico,0.0,18,2,2.1666666666666665,0,0.0,1,0
2025-05-01 00:30:00,912,CATERPILLAR 797F,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.49,237,0.17,4,3,1.33,2,0.15,5055,2714,385,21/18/16,19.28,86.13,2.7,6,0,0,2,4,123,4,42,46,8,7,7,5,8,8,1,4,9,4,1,83,103,B03217,3217,LAJ678,Normal,87.5,3,0,1.2666666666666666,21,100.0,0,0
2025-05-01 00:35:00,929,CATERPILLAR 798AC-A,CATERPILLAR,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.74,217,0.25,4,2,0.34,4,0.71,6900,1295,983,21/18/15,12.26,84.75,0.94,5,2,23,8,3,529,5,25,51,1,9,5,17,9,2,8,10,9,5,4,25,164,B03218,3218,LAJ362,Normal,87.5,3,6,2.333333333333333,21,71.4,0,0
2025-05-01 00:40:00,910,CATERPILLAR 798AC-P,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.46,195,0.3,0,4,1.85,2,0.71,8101,3149,297,19/19/13,16.55,87.7,2.59,8,4,15,7,2,855,9,20,96,3,5,7,20,8,0,5,7,5,5,2,39,2,C03219,3219,LAJ237,Normal,95.83,1,6,1.5666666666666669,23,73.9,0,0
2025-05-01 00:45:00,932,CATERPILLAR 798AC-P,CATERPILLAR,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.5,207,0.4,1,2,1.84,0,0.28,6135,3823,199,19/17/14,12.4,100.55,1.91,7,1,21,6,4,840,3,15,87,4,4,6,25,1,5,2,4,2,5,7,53,404,D03220,3220,LAJ715,Normal,83.33,4,5,1.2666666666666666,20,75.0,0,0
2025-05-01 00:50:00,514,KOMATSU 930 E3,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.76,215,0.42,4,1,1.94,0,0.67,9755,4841,389,19/17/13,12.34,82.85,0.41,4,3,2,5,6,622,2,43,251,5,3,6,3,7,3,9,41,9,0,8,3,370,A03221,3221,LAJ670,Critico,0.0,13,5,0.0666666666666666,0,0.0,1,0
2025-05-01 00:55:00,545,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.33,227,0.15,4,1,0.84,0,0.95,5202,3192,955,20/17/16,12.72,109.46,2.47,5,4,16,5,2,988,2,32,170,3,7,7,21,5,1,5,22,6,5,2,46,335,B03222,3222,LAJ589,Atencion,62.5,9,1,0.3,15,93.3,1,1
2025-05-01 01:00:00,917,CATERPILLAR 797F,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.18,249,0.01,2,0,1.08,4,0.75,4024,2619,142,20/19/16,16.0,117.64,2.24,3,0,23,0,0,963,4,15,11,1,5,0,23,4,1,3,2,6,6,4,98,129,A03223,3223,LAJ168,Normal,75.0,6,3,2.9,18,83.3,0,0
2025-05-01 01:05:00,935,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.27,191,0.04,3,2,0.13,0,0.55,8791,1841,359,18/17/15,11.76,112.38,1.39,5,2,22,8,0,522,3,17,31,1,1,1,15,5,1,9,1,2,1,2,85,406,B03224,3224,LAJ474,Normal,83.33,4,2,1.4333333333333331,20,90.0,0,0
2025-05-01 01:10:00,567,KOMATSU 930 E4SE,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Muestreo,0.91,225,0.01,2,4,0.34,1,0.54,4798,1305,296,18/16/15,13.11,119.27,0.93,7,1,8,2,3,141,0,41,24,1,9,3,1,2,1,9,8,6,3,9,30,439,A03225,3225,LAJ981,Normal,83.33,4,2,1.7333333333333334,20,90.0,0,0
2025-05-01 01:15:00,528,KOMATSU 930 E5,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.97,186,0.01,3,4,0.81,1,0.7,2881,970,213,20/19/15,12.83,105.31,2.01,4,2,5,2,5,539,5,46,45,5,9,3,27,3,9,9,15,7,8,1,7,133,B03226,3226,LAJ802,Normal,79.17,5,6,0.4,19,68.4,0,0
2025-05-01 01:20:00,919,CATERPILLAR 797F,CATERPILLAR,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.95,192,0.32,3,2,1.86,1,0.12,9014,2382,449,20/18/14,18.66,108.81,1.01,3,4,21,6,9,72,8,18,103,3,8,9,28,8,1,9,16,6,8,3,94,444,A03227,3227,LAJ949,Atencion,50.0,12,5,2.4,12,58.3,1,0
2025-05-01 01:25:00,530,KOMATSU 930 E4,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.82,209,0.17,0,4,0.77,2,0.48,5133,2585,896,19/16/16,19.73,110.79,2.43,8,2,3,6,9,178,5,37,23,1,2,7,28,1,2,1,11,4,0,5,40,485,D03228,3228,LAJ627,Normal,75.0,6,3,1.4333333333333331,18,83.3,0,0
2025-05-01 01:30:00,914,CATERPILLAR 798AC-A,CATERPILLAR,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.49,189,0.25,0,4,1.21,0,0.79,6204,1362,922,19/18/13,19.7,92.86,0.17,0,1,11,7,2,354,4,30,89,4,0,2,18,7,7,8,12,0,8,8,71,4,D03229,3229,LAJ462,Normal,79.17,5,5,2.966666666666667,19,73.7,0,0
2025-05-01 01:35:00,501,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.85,188,0.13,4,4,1.2,1,0.48,7002,4895,190,21/16/13,14.52,104.17,2.17,6,3,25,4,9,487,1,43,59,1,2,4,14,5,7,3,12,3,2,4,77,194,D03230,3230,LAJ180,Normal,95.83,1,3,2.6333333333333333,23,87.0,0,0
2025-05-01 01:40:00,518,KOMATSU 930 E4,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.76,222,0.39,4,2,1.71,4,0.64,3376,1018,504,21/19/15,13.91,101.88,1.02,7,1,15,9,5,609,8,49,70,7,4,5,11,7,5,3,9,2,8,1,70,584,B03231,3231,LAJ070,Normal,87.5,3,1,0.2333333333333333,21,95.2,0,0
2025-05-01 01:45:00,503,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.23,213,0.13,0,4,1.25,3,0.82,7459,2816,296,20/17/14,17.15,107.11,0.11,8,3,5,6,2,627,6,15,6,5,1,2,29,7,1,0,11,9,7,6,87,328,E03232,3232,LAJ082,Normal,75.0,6,6,0.5666666666666667,18,66.7,0,0
2025-05-01 01:50:00,553,KOMATSU 930 E4SE,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.17,245,0.34,1,4,0.25,4,0.47,2059,2153,165,19/19/16,14.96,96.09,1.56,0,0,10,8,0,975,5,13,275,3,1,1,10,2,2,2,33,4,0,7,37,306,C03233,3233,LAJ479,Critico,0.0,12,5,2.333333333333333,0,0.0,1,0
2025-05-01 01:55:00,512,KOMATSU 930 E3,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.35,209,0.07,4,0,0.59,0,0.46,3049,3635,701,19/16/13,14.3,110.76,0.81,3,2,28,7,4,994,9,15,70,7,8,1,0,2,5,7,13,7,7,8,53,283,E03234,3234,LAJ708,Normal,79.17,5,5,0.9666666666666668,19,73.7,0,0
2025-05-01 02:00:00,559,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.12,205,0.28,2,4,1.12,3,0.45,3647,574,328,19/18/14,11.97,112.44,2.78,1,0,0,2,4,272,1,16,141,3,7,9,25,9,7,3,21,7,0,1,5,179,B03235,3235,LAJ021,Atencion,70.83,7,3,1.3333333333333333,17,82.4,1,1
2025-05-01 02:05:00,505,KOMATSU 930 E4,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,1.0,238,0.15,2,3,1.53,4,0.24,7677,1815,369,20/19/14,11.28,114.97,1.26,5,4,7,4,4,791,5,8,43,9,2,5,6,1,5,4,5,1,2,2,71,557,D03236,3236,LAJ338,Normal,75.0,6,1,1.2666666666666666,18,94.4,0,0
2025-05-01 02:10:00,537,KOMATSU 930 E4,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.59,247,0.28,3,1,1.74,3,0.19,9719,3386,387,19/16/14,19.43,110.9,1.12,1,0,17,0,6,427,1,15,30,2,0,2,21,9,4,4,15,0,0,7,71,355,A03237,3237,LAJ366,Normal,91.67,2,1,1.5333333333333334,22,95.5,0,0
2025-05-01 02:15:00,531,KOMATSU 930 E4,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.86,187,0.47,0,1,0.33,3,0.67,2565,2944,887,21/19/13,16.5,99.61,2.48,0,1,12,8,5,938,2,21,27,9,3,2,14,5,2,2,11,2,7,5,21,431,B03238,3238,LAJ029,Normal,95.83,1,5,1.4666666666666666,23,78.3,0,0
2025-05-01 02:20:00,923,CATERPILLAR 798AC-A,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.7,185,0.2,1,4,1.7,0,0.28,8751,4486,670,18/17/14,18.65,103.92,0.94,3,1,19,7,3,261,2,31,71,0,9,5,27,5,9,1,15,2,8,9,80,105,E03239,3239,LAJ875,Normal,95.83,1,3,2.6,23,87.0,0,0
2025-05-01 02:25:00,533,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.04,209,0.21,2,3,1.7,0,0.52,1729,669,272,18/16/13,17.59,115.85,2.29,7,0,24,1,2,499,4,37,66,0,2,8,13,3,7,5,1,7,9,4,83,72,A03240,3240,LAJ965,Normal,95.83,1,5,2.066666666666667,23,78.3,0,0
2025-05-01 02:30:00,922,CATERPILLAR 797F,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.64,216,0.13,4,3,0.46,0,0.21,9113,1972,845,20/18/16,10.34,94.94,2.16,0,3,27,2,6,572,5,4,52,8,1,5,24,0,7,0,15,8,2,7,15,292,C03241,3241,LAJ782,Normal,91.67,2,4,2.933333333333333,22,81.8,0,0
2025-05-01 02:35:00,904,CATERPILLAR 797F,CATERPILLAR,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.24,227,0.34,1,3,0.3,0,0.52,4926,1740,402,19/18/15,13.97,107.31,1.69,4,1,7,1,3,407,5,14,27,9,9,2,3,7,2,5,11,3,8,7,2,77,B03242,3242,LAJ436,Normal,95.83,1,3,1.3333333333333333,23,87.0,0,0
2025-05-01 02:40:00,543,KOMATSU 930 E4SE,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.99,235,0.27,0,2,0.49,1,0.3,6223,1357,953,21/17/16,17.92,88.74,0.01,3,2,2,3,7,815,9,48,93,4,0,9,10,2,7,2,4,0,3,8,29,293,C03243,3243,LAJ561,Normal,79.17,5,0,1.0,19,100.0,0,0
2025-05-01 02:45:00,551,KOMATSU 930 E4,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.05,248,0.34,3,0,0.52,4,0.52,3702,2608,747,20/18/14,19.81,113.6,1.99,1,0,2,8,5,712,7,15,24,5,8,2,26,5,1,6,7,5,8,5,77,475,A03244,3244,LAJ835,Normal,79.17,5,6,0.6,19,68.4,0,0
2025-05-01 02:50:00,515,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.03,221,0.32,3,3,0.91,1,0.73,7317,3446,258,19/16/13,15.96,118.93,1.53,8,4,21,3,5,515,5,49,57,2,7,1,26,1,2,4,8,8,1,5,1,326,C03245,3245,LAJ595,Normal,83.33,4,0,2.2,20,100.0,0,0
2025-05-01 02:55:00,517,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.67,218,0.21,1,2,0.45,1,0.21,6900,4620,175,18/18/16,11.99,100.71,2.7,2,1,25,7,2,954,0,44,147,3,4,6,13,9,0,5,15,9,0,2,27,360,B03246,3246,LAJ579,Atencion,75.0,6,6,0.5666666666666667,18,66.7,1,1
2025-05-01 03:00:00,522,KOMATSU 930 E4,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.11,234,0.21,0,2,0.66,3,0.99,5734,2454,556,19/18/16,13.16,82.58,1.37,3,2,11,0,2,605,8,38,23,3,3,6,19,0,1,0,2,1,2,0,79,198,E03247,3247,LAJ022,Normal,79.17,5,1,1.7666666666666666,19,94.7,0,0
2025-05-01 03:05:00,541,KOMATSU 930 E4SE,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.71,246,0.08,4,1,0.89,0,0.26,2796,1452,580,18/16/16,12.27,117.84,2.49,4,2,6,9,2,955,9,39,62,7,7,5,23,6,6,5,0,8,7,4,25,402,A03248,3248,LAJ891,Normal,87.5,3,2,0.4666666666666667,21,90.5,0,0
